pr_level1_key,pr_dpcode,iprcode,pack_size,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
1,8,55390,12,1041,15,365,8.0,0.0,8.0,8
1,2,39546,12,1032,24,180,16.0,0.0,16.0,16
1,2,245316,12,1048,2,320,1.0,0.0,1.0,6
1,9,258501,12,1033,6,1460,1.0,0.0,1.0,6
1,2,239556,6,1003,12,300,2.0,0.0,2.0,6
1,5,177409,18,1047,3,730,0.0,1.25,0.0,8
1,9,249961,12,1012,6,1095,0.0,1.25,0.0,8
1,8,44550,12,1019,5,644,3.0,0.0,3.0,6
2,22,210416,6,1046,4,450,2.0,0.0,2.0,3
1,2,238166,12,1007,12,312,3.0,0.0,3.0,6
1,19,212476,12,1053,6,490,5.0,0.0,5.0,6
1,19,224120,24,1034,6,650,1.0,0.0,1.0,6
1,19,260153,12,1015,6,365,1.0,1.25,1.0,8
2,28,106249,6,1015,3,13,5.0,0.0,1.0,3
1,1,221721,1,1050,3,365,0.0,0.0,0.0,6
1,28,246793,10,1042,4,365,0.0,0.0,0.0,6
1,19,243324,24,1041,6,1460,5.0,0.0,5.0,6
1,12,248478,24,1005,9,500,1.0,1.25,1.0,8
1,10,44853,24,1015,4,658,2.0,1.25,3.0,8
2,21,28970,12,1005,4,115,3.0,0.0,3.0,3
1,5,244280,12,1021,13,720,0.0,0.0,0.0,6
2,21,258306,1,1039,6,90,0.0,0.0,0.0,3
1,8,237966,24,1047,6,300,5.0,0.0,5.0,6
1,10,141955,4,1052,6,658,6.0,1.25,8.0,8
1,9,256960,12,1030,6,767,0.0,1.25,0.0,8
1,1,248489,1,1003,3,730,0.0,0.0,0.0,6
2,21,257488,1,1034,3,40,2.0,0.0,1.0,3
2,23,151848,12,1030,10,210,13.0,1.25,16.0,16
1,9,238618,12,1038,4,180,0.0,0.0,0.0,6
2,22,109987,12,1052,3,541,0.0,0.0,0.0,3
2,22,158369,12,1020,8,378,7.0,1.25,9.0,9
1,2,221429,12,1024,4,280,10.0,1.25,13.0,13
1,10,231388,8,1012,10,658,7.0,1.25,9.0,9
2,23,37025,20,1012,3,274,0.0,1.25,0.0,4
1,19,229056,1,1021,2,658,0.0,0.0,0.0,6
1,8,250609,6,1016,8,365,2.0,0.0,2.0,6
1,5,6288,10,1048,9,843,6.0,0.0,6.0,6
1,1,193845,30,1047,4,319,0.0,0.0,0.0,6
2,22,252800,12,1034,8,320,3.0,1.25,4.0,4
1,5,256928,12,1052,3,160,3.0,0.0,3.0,6
1,19,249792,40,1022,5,360,3.0,0.0,3.0,6
1,9,232250,12,1050,6,730,0.0,0.0,0.0,6
1,3,254179,20,1049,26,365,4.0,0.0,4.0,6
2,28,253158,12,1044,8,120,3.0,0.0,3.0,3
1,28,169619,12,1014,4,135,2.0,0.0,2.0,6
1,8,257372,24,1012,6,180,3.0,1.25,4.0,8
1,20,157069,24,1011,22,295,45.0,0.0,45.0,45
1,19,234939,12,1033,6,658,0.0,0.0,0.0,6
1,28,98121,6,1023,4,182,3.0,0.0,3.0,6
1,28,119358,6,1011,14,120,23.0,1.25,29.0,29
1,9,253977,6,1005,6,766,0.0,1.25,0.0,8
1,9,244910,4,1000,4,275,13.0,0.0,13.0,13
1,8,203881,10,1023,6,504,0.0,1.25,0.0,8
1,9,215676,12,1006,8,658,10.0,1.25,13.0,13
2,19,258957,1,1053,13,30,16.0,0.0,5.0,3
1,9,192406,12,1038,4,658,0.0,0.0,0.0,6
2,23,203995,12,1042,3,274,5.0,0.0,5.0,3
1,28,166467,12,1046,8,135,12.0,0.0,12.0,12
1,14,197279,24,1038,15,2534,25.0,0.0,25.0,25
2,28,245023,8,1007,4,45,0.0,0.0,0.0,3
1,9,255790,20,1050,4,1800,1.0,0.0,1.0,6
1,14,211981,180,1052,6,730,1.0,0.0,1.0,6
1,1,147931,4,1048,24,300,12.0,1.25,10.0,10
1,20,211375,24,1034,4,427,3.0,0.0,3.0,6
1,8,246296,12,1014,8,576,20.0,0.0,20.0,20
1,19,244854,10,1023,6,1800,0.0,0.0,0.0,6
1,19,230751,12,1032,6,657,0.0,0.0,0.0,6
2,28,206981,8,1007,4,20,8.0,0.0,3.0,3
1,1,207690,1,1015,3,360,1.0,0.0,1.0,6
2,21,227615,1,1030,3,22,8.0,0.0,3.0,3
1,2,127611,10,1015,4,310,4.0,0.0,4.0,6
1,2,219289,12,1036,5,643,5.0,0.0,5.0,6
1,19,259181,12,1007,12,180,1.0,0.0,1.0,6
1,9,256849,48,1038,4,766,3.0,1.25,4.0,8
1,5,212480,6,1030,3,386,0.0,1.25,0.0,8
1,8,250078,12,1024,4,735,0.0,0.0,0.0,6
1,28,67490,12,1048,8,180,2.0,0.0,2.0,6
1,1,214495,6,1021,24,352,37.25,0.0,25.0,25
1,5,251994,6,1005,6,292,1.0,1.25,1.0,8
1,14,251094,12,1041,15,700,8.0,0.0,8.0,8
1,28,220725,12,1003,4,730,3.0,0.0,3.0,6
1,1,223167,4,1015,3,352,16.0,0.0,11.0,11
1,2,259268,24,1051,6,256,0.0,0.0,0.0,6
1,19,257162,12,1041,4,255,2.0,1.25,3.0,8
1,8,259500,12,1021,6,730,9.0,0.0,9.0,9
1,19,214498,10,1000,20,180,18.0,0.0,18.0,18
1,2,259442,60,1044,6,256,8.0,0.0,8.0,8
1,1,233280,24,1041,13,192,14.0,0.0,9.0,9
1,2,229947,120,1042,6,243,7.0,0.0,7.0,7
1,6,7701,24,1036,8,600,12.0,0.0,12.0,12
1,1,220248,1,1024,3,329,0.0,0.0,0.0,6
2,27,254999,1,1041,3,90,0.13,0.0,0.0,3
1,1,168123,1,1046,3,329,0.0,0.0,0.0,6
1,3,3896,18,1024,10,215,8.0,0.0,8.0,8
1,20,225129,12,1051,6,321,0.0,1.25,0.0,8
1,5,5263,18,1052,3,303,1.0,1.25,1.0,8
1,9,191834,12,1024,6,658,0.0,0.0,0.0,6
1,2,2445,48,1012,25,720,0.0,0.0,0.0,6
1,3,240962,12,1051,4,480,0.0,1.25,0.0,8
1,2,242946,24,1041,6,292,0.0,0.0,0.0,6
2,21,260330,24,1006,20,126,30.0,0.0,30.0,30
2,28,257773,6,1021,8,360,2.0,0.0,2.0,3
1,28,133157,20,1030,4,182,0.0,0.0,0.0,6
2,23,181328,24,1032,3,60,0.0,0.0,0.0,3
1,2,227859,12,1036,12,460,7.0,0.0,7.0,7
2,27,250644,1,1048,2,25,0.3,0.0,0.0,3
1,2,238164,24,1049,6,300,9.0,0.0,9.0,9
1,8,77804,10,1016,7,815,7.0,0.0,7.0,7
2,19,194079,1,1047,10,220,0.0,0.0,0.0,3
1,8,202054,24,1026,4,645,3.0,1.25,4.0,8
1,28,201079,4,1003,4,360,4.0,0.0,4.0,6
1,2,179400,48,1034,10,365,7.0,1.25,9.0,9
1,9,257346,12,1044,6,548,2.0,0.0,2.0,6
1,3,136413,16,1011,12,161,8.0,1.25,10.0,10
1,9,256771,12,1050,4,548,0.0,0.0,0.0,6
2,19,259011,12,1006,12,192,7.0,0.0,7.0,7
1,19,258544,12,1038,12,180,0.0,0.0,0.0,6
1,1,209702,1,1052,3,329,0.0,0.0,0.0,6
1,2,252147,16,1011,12,252,1.0,0.0,1.0,6
2,19,252988,1,1006,5,45,0.0,0.0,0.0,3
1,9,225755,24,1005,6,658,1.0,1.25,1.0,8
1,5,127093,6,1026,2,504,1.0,0.0,1.0,6
2,22,187162,12,1014,12,378,9.0,0.0,9.0,9
1,3,248743,30,1033,4,180,2.0,1.25,3.0,8
1,5,206788,12,1047,14,599,12.0,0.0,12.0,12
1,5,252481,12,1051,3,252,3.0,0.0,3.0,6
1,20,200992,12,1052,6,625,4.0,0.0,4.0,6
1,8,238816,4,1005,4,180,2.0,0.0,2.0,6
1,8,8300,12,1003,6,313,8.0,0.0,8.0,8
1,8,237215,6,1005,4,400,0.0,0.0,0.0,6
1,9,245913,24,1049,18,1095,53.0,1.25,66.0,66
1,5,251951,12,1026,3,511,0.0,0.0,0.0,6
1,1,221176,1,1003,4,365,0.0,0.0,0.0,6
1,6,238451,24,1000,30,270,33.0,0.0,33.0,33
1,19,240990,12,1046,6,730,1.0,0.0,1.0,6
1,2,98051,12,1053,6,638,1.0,0.0,1.0,6
1,6,85063,12,1038,4,511,2.0,0.0,2.0,6
1,2,215063,10,1023,4,365,3.0,0.0,3.0,6
1,5,159970,4,1050,3,475,1.0,0.0,1.0,6
1,5,250341,6,1023,3,90,3.0,0.0,2.0,6
1,5,169475,28,1042,6,278,3.0,0.0,3.0,6
1,19,237210,10,1000,4,292,4.0,0.0,4.0,6
1,2,233130,12,1014,5,217,10.0,1.25,13.0,13
2,27,41040,1,1019,8,25,0.0,0.0,0.0,3
2,28,216450,16,1049,4,274,2.0,0.0,2.0,3
1,28,95260,32,1047,12,60,13.0,1.25,11.0,11
1,20,215451,6,1026,3,225,0.0,0.0,0.0,6
1,8,77092,12,1040,7,634,0.0,0.0,0.0,6
1,9,242566,12,1046,12,730,9.0,0.0,9.0,9
1,10,246300,6,1005,20,720,5.0,0.0,5.0,6
1,8,253124,40,1032,12,1440,4.0,0.0,4.0,6
1,9,244592,144,1032,18,1085,24.0,0.0,24.0,24
1,14,92579,12,1023,9,657,2.0,0.0,2.0,6
1,28,252466,8,1051,3,450,0.0,0.0,0.0,6
2,28,217859,20,1023,3,36,4.0,0.0,1.0,3
1,9,253934,6,1016,6,2555,0.0,1.25,0.0,8
1,8,70353,20,1038,4,573,0.0,0.0,0.0,6
2,19,258951,1,1012,5,160,0.0,0.0,0.0,3
1,8,44549,12,1015,7,650,2.0,0.0,2.0,6
1,9,119339,12,1016,8,658,8.0,0.0,8.0,8
1,10,252693,40,1020,6,766,1.0,1.25,1.0,8
1,4,46910,120,1003,5,321,5.0,0.0,5.0,6
1,19,242411,35,1023,6,180,0.0,0.0,0.0,6
2,21,257691,1,1026,3,150,0.0,0.0,0.0,3
2,28,249115,12,1014,4,35,10.0,1.25,4.0,4
1,10,258141,12,1019,6,511,0.0,0.0,0.0,6
1,1,251471,16,1030,3,240,0.0,0.0,0.0,6
1,4,250030,10,1023,6,216,1.0,0.0,1.0,6
1,1,119833,1,1019,3,329,0.0,0.0,0.0,6
2,19,252987,1,1047,10,120,0.0,0.0,0.0,3
2,21,157489,5,1051,5,90,0.0,0.0,0.0,3
1,5,45545,20,1046,6,212,7.0,1.25,9.0,9
2,19,223097,1,1005,10,34,7.0,0.0,2.0,3
1,28,221859,24,1032,6,270,17.0,0.0,17.0,17
1,10,240556,9,1052,6,365,2.0,1.25,3.0,8
1,5,248502,10,1020,3,180,0.0,0.0,0.0,6
1,10,258985,12,1003,6,511,3.0,1.25,4.0,8
2,21,245133,1,1044,6,50,0.0,0.0,0.0,3
1,10,11048,12,1047,10,658,13.0,1.25,16.0,16
1,2,224199,12,1047,2,107,2.0,0.0,2.0,6
1,2,206618,12,1011,12,270,19.0,0.0,19.0,19
2,23,49449,18,1034,12,162,23.0,1.25,29.0,29
1,19,245054,12,1005,6,365,0.0,0.0,0.0,6
1,10,256611,24,1047,6,511,8.0,0.0,8.0,8
1,9,247546,24,1012,7,1095,2.0,0.0,2.0,6
1,10,158702,12,1036,7,658,4.0,1.25,5.0,8
1,20,253867,8,1006,9,255,8.0,0.0,8.0,8
1,1,210807,1,1011,6,360,0.0,0.0,0.0,6
2,21,253985,1,1052,6,545,0.0,1.25,0.0,4
2,27,228046,1,1019,2,120,0.2,0.0,0.0,3
1,28,214187,18,1003,4,90,5.0,1.25,4.0,8
1,6,259103,12,1052,6,540,0.0,1.25,0.0,8
1,2,238420,24,1046,14,390,12.0,0.0,12.0,12
2,19,256377,1,1016,12,25,44.0,0.0,15.0,15
1,1,251432,20,1049,3,365,0.0,0.0,0.0,6
1,10,254905,12,1030,6,1985,4.0,0.0,4.0,6
1,9,242403,96,1021,16,730,16.0,0.0,16.0,16
1,2,256920,12,1022,6,252,2.0,1.25,3.0,8
1,2,168155,60,1014,66,157,61.0,1.25,75.0,76
1,14,257519,12,1011,2,700,0.0,0.0,0.0,6
1,9,196861,3,1006,6,658,0.0,1.25,0.0,8
1,3,205024,16,1048,8,270,2.0,1.25,3.0,8
1,1,217343,1,1030,6,365,0.0,0.0,0.0,6
1,1,214841,1,1050,3,365,0.0,0.0,0.0,6
1,10,260275,6,1023,4,384,1.0,1.25,1.0,8
1,8,203879,10,1030,4,483,0.0,1.25,0.0,8
1,1,228764,1,1052,3,365,0.0,0.0,0.0,6
2,23,241913,1,1042,8,25,14.0,0.0,5.0,3
2,28,178375,12,1050,4,90,6.0,0.0,4.0,3
1,1,1116,4,1051,3,360,2.0,0.0,1.0,6
1,20,97089,12,1015,6,257,15.0,0.0,15.0,15
1,28,255327,12,1024,4,360,0.0,0.0,0.0,6
1,1,36204,1,1039,6,365,156.0,0.0,119.0,104
1,10,252749,4,1003,10,504,16.0,1.25,20.0,20
1,8,192279,24,1022,4,636,0.0,0.0,0.0,6
1,6,64938,12,1003,23,822,25.0,0.0,25.0,25
1,5,230935,3,1003,3,205,1.0,0.0,1.0,6
1,3,182662,10,1011,30,328,28.0,0.0,28.0,28
1,19,242064,1,1039,2,365,0.0,0.0,0.0,6
1,20,216080,10,1046,15,240,1.0,0.0,1.0,6
1,28,220639,6,1053,4,630,3.0,0.0,3.0,6
1,2,258701,24,1046,6,270,1.0,0.0,1.0,6
1,5,5257,18,1042,3,292,0.0,0.0,0.0,6
1,9,65999,12,1032,16,658,22.0,0.0,22.0,22
1,2,157401,12,1000,2,540,15.0,1.25,19.0,19
1,5,241871,20,1032,5,292,7.0,0.0,7.0,7
1,28,246784,10,1016,30,365,41.0,0.0,41.0,41
1,1,248623,6,1003,6,3470,0.0,0.0,0.0,6
1,19,238456,24,1052,12,180,2.0,0.0,2.0,6
1,9,95387,24,1000,9,658,4.0,0.0,4.0,6
1,1,227782,1,1020,3,329,1.0,0.0,1.0,6
1,3,97296,20,1016,4,588,1.0,0.0,1.0,6
1,3,251370,24,1052,4,365,0.0,0.0,0.0,6
1,5,258814,10,1021,3,180,1.0,0.0,1.0,6
1,5,124450,10,1012,6,247,1.0,0.0,1.0,6
1,9,214545,12,1015,6,658,0.0,1.25,0.0,8
1,9,233282,24,1000,12,660,9.0,0.0,9.0,9
1,2,198240,24,1049,12,538,31.0,0.0,31.0,31
2,19,254088,1,1050,5,300,3.0,0.0,3.0,3
1,1,107525,1,1011,3,360,1.0,0.0,1.0,6
1,3,260478,10,1036,6,330,7.0,0.0,7.0,7
1,20,216012,12,1044,6,325,6.0,0.0,6.0,6
1,3,4405,12,1023,6,651,2.0,0.0,2.0,6
1,3,259836,40,1000,10,180,6.0,0.0,6.0,6
1,2,232073,12,1030,2,199,3.0,1.25,4.0,8
2,23,181823,12,1042,10,135,2.0,0.0,2.0,3
1,19,253797,6,1005,4,365,7.0,0.0,7.0,7
1,10,215341,12,1041,4,658,1.0,0.0,1.0,6
1,8,227476,6,1042,2,300,0.0,0.0,0.0,6
1,5,254583,12,1003,3,90,0.0,0.0,0.0,6
1,9,250370,12,1011,4,504,3.0,1.25,4.0,8
1,3,81713,12,1006,12,365,10.0,0.0,10.0,10
1,10,235814,12,1021,9,658,16.0,0.0,16.0,16
1,1,258575,12,1038,6,1095,1.0,0.0,1.0,6
1,14,230417,60,1036,12,658,4.0,0.0,4.0,6
1,9,257636,12,1022,6,1300,0.0,0.0,0.0,6
1,8,81258,12,1044,4,203,0.0,0.0,0.0,6
1,5,184958,28,1005,14,284,10.0,1.25,13.0,13
2,19,244781,1,1049,3,25,1.0,0.0,0.0,3
1,1,215657,1,1042,3,365,2.0,0.0,1.0,6
1,2,197729,25,1047,12,255,7.0,0.0,7.0,7
1,8,24183,6,1042,3,746,0.0,0.0,0.0,6
1,9,257296,12,1030,6,766,5.0,1.25,6.0,8
1,2,49487,12,1020,2,628,0.0,0.0,0.0,6
2,21,254117,1,1041,4,108,5.0,1.25,6.0,4
1,12,117859,12,1005,20,472,17.0,0.0,17.0,17
1,4,140661,12,1015,7,462,1.0,0.0,1.0,6
1,19,224554,12,1003,4,184,0.0,0.0,0.0,6
1,5,238308,12,1053,3,900,1.0,0.0,1.0,6
1,19,228683,12,1000,6,255,6.0,0.0,6.0,6
1,1,243677,1,1042,6,1835,13.0,0.0,9.0,9
2,21,196260,1,1042,10,28,26.0,0.0,9.0,9
2,28,58956,8,1006,4,135,3.0,0.0,3.0,3
2,22,246554,6,1048,3,210,0.0,0.0,0.0,3
1,19,239293,1,1021,2,365,0.0,0.0,0.0,6
1,2,253454,48,1019,8,147,3.0,0.0,3.0,6
1,1,86,3,1044,6,365,1.0,0.0,1.0,6
1,9,233938,3,1033,2,658,0.0,1.25,0.0,8
1,9,250866,12,1022,4,864,1.0,1.25,1.0,8
1,1,245706,1,1051,3,1460,5.0,0.0,3.0,6
1,5,196117,12,1015,38,455,23.0,0.0,23.0,23
1,8,7160,12,1034,41,328,29.0,0.0,29.0,29
2,23,221359,12,1034,5,25,0.0,1.25,0.0,4
1,20,246605,24,1032,7,292,5.0,0.0,5.0,6
2,28,260262,9,1042,4,150,4.0,0.0,4.0,3
1,9,256637,24,1000,6,766,4.0,0.0,4.0,6
1,1,235852,1,1051,3,365,0.0,0.0,0.0,6
1,19,243329,30,1006,6,548,2.0,0.0,2.0,6
1,20,115312,12,1030,6,236,9.0,0.0,9.0,9
1,8,30952,12,1042,12,292,15.0,0.0,15.0,15
1,5,5054,24,1016,18,478,6.0,1.25,8.0,8
1,8,77805,12,1052,6,815,0.0,0.0,0.0,6
1,8,234103,25,1023,14,1614,18.0,1.25,23.0,23
2,22,75576,16,1019,2,540,1.0,0.0,1.0,3
2,23,227338,1,1005,3,21,10.0,0.0,3.0,3
1,8,243256,12,1052,0,345,0.0,0.0,0.0,6
1,1,130794,1,1011,3,329,0.0,0.0,0.0,6
1,2,250854,12,1016,6,255,9.0,0.0,9.0,9
2,19,256668,1,1050,6,60,0.0,0.0,0.0,3
1,2,233617,24,1038,8,360,5.0,0.0,5.0,6
1,10,247011,12,1044,4,1460,1.0,1.25,1.0,8
1,8,251789,12,1000,6,275,11.0,1.25,14.0,14
1,19,118044,1,1039,3,309,0.0,0.0,0.0,6
1,1,256083,1,1019,3,1825,0.0,0.0,0.0,6
1,9,158791,6,1036,6,657,1.0,0.0,1.0,6
1,1,251471,16,1052,3,240,1.0,0.0,1.0,6
1,14,160004,50,1033,20,328,21.0,0.0,21.0,21
1,2,176390,12,1016,12,295,16.0,0.0,16.0,16
1,3,208540,40,1039,6,365,1.0,0.0,1.0,6
1,2,152482,12,1047,12,246,1.0,0.0,1.0,6
1,6,7055,12,1038,8,511,0.0,0.0,0.0,6
2,23,259918,12,1032,10,60,9.0,0.0,6.0,6
1,4,113073,20,1051,6,301,1.0,0.0,1.0,6
1,2,252044,12,1014,2,252,3.0,0.0,3.0,6
2,21,20797,1,1030,10,25,43.0,0.0,14.0,14
1,19,252731,24,1044,24,1460,6.0,0.0,6.0,6
1,2,130929,12,1023,24,324,52.0,0.0,52.0,52
1,19,259242,12,1014,12,180,11.0,0.0,11.0,11
1,1,114191,1,1000,3,365,0.0,0.0,0.0,6
1,9,257636,12,1049,6,1300,0.0,0.0,0.0,6
1,5,233358,8,1007,8,211,0.0,0.0,0.0,6
1,14,245457,30,1052,32,2190,13.0,0.0,13.0,13
1,8,80814,10,1034,22,177,10.0,0.0,10.0,10
1,9,59666,12,1020,6,658,2.0,0.0,2.0,6
1,1,223167,4,1039,6,352,11.0,0.0,7.0,7
2,28,103338,12,1016,6,135,4.0,0.0,4.0,3
1,9,252393,6,1023,6,504,6.0,1.25,8.0,8
2,23,20291,30,1047,13,274,25.0,0.0,25.0,25
1,10,188206,20,1038,4,658,2.0,1.25,3.0,8
1,2,242935,12,1041,4,300,3.0,1.25,4.0,8
1,19,188415,6,1044,3,658,1.0,0.0,1.0,6
1,5,256924,12,1016,3,160,8.0,0.0,8.0,8
1,28,131323,12,1036,4,360,1.0,0.0,1.0,6
1,14,241324,4,1014,18,1095,4.0,0.0,4.0,6
1,1,220435,4,1046,22,352,21.0,0.0,14.0,14
1,6,176397,12,1049,12,577,7.0,0.0,7.0,7
1,2,207166,10,1047,8,322,12.0,1.25,15.0,15
1,9,218251,12,1020,8,658,1.0,0.0,1.0,6
1,9,162103,12,1015,12,365,8.0,1.25,10.0,10
2,18,248970,12,1049,6,300,3.0,0.0,3.0,3
1,3,244720,8,1033,4,730,3.0,0.0,3.0,6
1,2,89710,18,1049,36,160,42.0,0.0,42.0,42
1,1,65024,24,1015,60,328,60.0,0.0,40.0,40
1,3,240960,12,1026,4,300,0.0,1.25,0.0,8
2,22,249364,8,1016,6,290,1.0,0.0,1.0,3
1,8,214124,12,1036,4,481,1.0,0.0,1.0,6
2,23,39713,1,1024,5,13,39.0,0.0,9.0,9
1,10,240991,12,1032,7,365,0.0,0.0,0.0,6
1,14,228662,6,1044,6,658,2.0,1.25,3.0,8
1,19,244199,12,1011,48,292,19.0,0.0,19.0,19
2,28,252610,12,1015,8,45,0.0,0.0,0.0,3
1,1,231253,1,1005,3,365,1.0,1.25,1.0,8
1,2,250295,24,1019,4,240,5.0,0.0,5.0,6
1,5,254812,10,1044,3,100,0.0,0.0,0.0,6
1,8,80701,6,1040,13,360,5.0,1.25,6.0,8
1,9,256513,6,1011,6,766,10.0,0.0,10.0,10
1,2,244090,12,1003,20,300,12.0,0.0,12.0,12
1,3,8343,12,1047,10,328,9.0,1.25,11.0,11
1,9,256480,12,1050,6,766,4.0,1.25,5.0,8
1,20,32670,24,1006,6,229,3.0,1.25,4.0,8
2,23,240753,12,1048,4,108,2.0,0.0,2.0,3
2,28,187618,6,1050,4,17,7.0,0.0,2.0,3
1,20,205460,8,1024,12,210,10.0,1.25,13.0,13
1,3,246629,12,1022,4,180,0.0,0.0,0.0,6
1,28,230242,12,1046,8,75,1.0,0.0,1.0,6
1,5,5594,12,1012,12,315,10.0,0.0,10.0,10
1,19,230713,12,1011,6,409,1.0,0.0,1.0,6
1,19,247832,12,1050,4,365,0.0,1.25,0.0,8
2,23,181824,24,1046,12,218,14.0,1.25,18.0,18
2,19,241601,1,1023,7,18,16.0,0.0,5.0,3
2,28,254785,7,1026,4,91,1.0,0.0,1.0,3
1,1,257733,1,1050,3,1825,0.0,0.0,0.0,6
1,28,252098,12,1000,6,450,3.0,0.0,3.0,6
1,8,228715,14,1003,14,187,14.0,1.25,18.0,18
1,1,246406,3,1049,3,1095,0.0,0.0,0.0,6
1,10,113248,12,1036,4,658,1.0,0.0,1.0,6
2,19,214687,1,1051,24,372,0.0,0.0,0.0,3
1,1,251690,24,1044,65,270,105.0,0.0,69.0,70
1,2,241884,12,1040,6,270,9.0,1.25,11.0,11
1,5,45544,20,1040,3,213,11.0,1.25,14.0,14
1,10,238414,9,1034,8,365,2.0,1.25,3.0,8
1,8,192277,24,1006,4,652,4.0,0.0,4.0,6
1,8,7625,20,1049,18,236,17.0,0.0,17.0,17
1,2,240254,30,1000,15,240,11.0,0.0,11.0,11
1,2,194355,18,1049,20,196,14.0,0.0,14.0,14
1,9,239975,12,1024,4,657,0.0,0.0,0.0,6
1,14,15095,24,1022,15,720,12.0,0.0,12.0,12
1,2,232067,12,1040,4,444,5.0,0.0,5.0,6
1,8,240521,12,1021,7,292,2.0,0.0,2.0,6
1,2,258096,24,1053,24,126,9.0,1.25,11.0,11
1,1,119831,1,1048,3,329,0.0,0.0,0.0,6
1,1,254338,12,1016,6,180,5.0,0.0,3.0,6
1,2,221411,12,1021,8,389,9.0,0.0,9.0,9
1,1,176371,1,1050,3,329,0.0,0.0,0.0,6
1,19,242650,1,1032,2,365,1.0,0.0,1.0,6
1,5,225181,20,1003,4,556,0.0,0.0,0.0,6
1,2,109901,10,1024,4,292,2.0,0.0,2.0,6
1,2,233138,10,1024,2,210,6.0,1.25,8.0,8
1,2,172930,6,1051,2,305,2.0,0.0,2.0,6
1,19,258639,24,1046,4,270,2.0,0.0,2.0,6
1,19,236152,10,1026,10,441,3.0,0.0,3.0,6
1,8,91471,12,1049,24,633,21.0,1.25,26.0,26
1,28,115245,12,1040,4,120,1.0,0.0,1.0,6
1,20,187108,12,1005,24,244,49.0,1.25,61.0,61
2,23,210726,12,1021,24,25,80.0,1.25,33.0,34
1,3,226307,10,1020,4,730,1.0,0.0,1.0,6
1,3,243546,12,1041,2,300,0.0,0.0,0.0,6
1,2,32321,24,1044,12,231,18.0,0.0,18.0,18
1,8,251273,12,1006,6,292,0.0,0.0,0.0,6
2,21,110988,1,1020,4,135,1.0,1.25,1.0,4
2,19,226329,3,1048,3,166,3.0,0.0,3.0,3
2,21,157154,1,1007,15,12,22.0,0.0,5.0,3
1,28,239030,8,1022,4,120,1.0,0.0,1.0,6
2,21,199366,10,1050,5,30,5.0,0.0,2.0,3
1,8,258910,12,1020,4,280,2.0,0.0,2.0,6
1,2,93060,12,1051,6,273,11.0,1.25,14.0,14
1,1,128772,1,1050,3,365,0.0,1.25,0.0,8
1,5,244364,4,1038,4,480,1.0,0.0,1.0,6
1,12,210231,12,1044,4,328,0.0,0.0,0.0,6
1,8,255055,12,1022,4,756,0.0,0.0,0.0,6
1,1,257679,1,1014,3,750,0.0,0.0,0.0,6
1,2,109903,10,1050,8,257,7.0,0.0,7.0,7
1,5,249295,18,1016,6,336,4.0,0.0,4.0,6
1,1,251439,1,1051,3,730,1.0,0.0,1.0,6
1,2,189126,24,1021,10,411,7.0,0.0,7.0,7
1,28,258182,16,1003,4,240,3.0,0.0,3.0,6
1,12,254580,24,1016,6,876,2.0,0.0,2.0,6
1,5,230197,12,1052,2,90,1.0,0.0,1.0,6
1,10,257464,6,1014,6,767,4.0,1.25,5.0,8
2,28,217778,8,1006,4,135,0.0,0.0,0.0,3
1,1,242305,12,1042,8,180,6.0,0.0,4.0,4
2,19,245795,1,1014,6,150,3.0,0.0,3.0,3
1,3,44466,24,1038,14,327,8.0,0.0,8.0,8
1,8,248664,12,1051,0,345,0.0,0.0,0.0,6
1,9,249970,48,1024,10,1095,3.0,0.0,3.0,6
1,8,6138,12,1014,6,482,3.0,0.0,3.0,6
1,9,254671,96,1000,12,766,9.0,0.0,9.0,9
1,20,157318,24,1012,9,281,6.0,0.0,6.0,6
1,2,245052,12,1015,2,256,1.0,0.0,1.0,6
1,3,169145,36,1051,2,252,3.0,0.0,3.0,6
1,1,208454,1,1014,3,329,7.0,0.0,5.0,5
1,1,70799,1,1012,3,360,0.0,0.0,0.0,6
1,20,201420,9,1047,6,292,3.0,0.0,3.0,6
1,1,255369,1,1046,3,1825,1.0,0.0,1.0,6
1,10,252692,40,1007,6,766,1.0,1.25,1.0,8
2,27,218288,1,1024,1,45,0.78,0.0,0.0,3
2,19,253053,15,1051,6,170,12.0,0.0,12.0,12
1,5,251364,12,1011,15,320,9.0,0.0,9.0,9
1,4,50658,20,1046,6,593,16.0,1.25,20.0,20
1,5,253450,24,1019,36,275,6.0,1.25,8.0,8
1,1,255809,1,1030,3,2555,2.0,0.0,1.0,6
2,28,216445,24,1015,28,45,31.0,0.0,10.0,10
2,19,258648,25,1005,12,365,3.0,0.0,3.0,3
1,19,198392,12,1011,7,658,5.0,0.0,5.0,6
1,5,241662,10,1024,3,165,3.0,0.0,3.0,6
1,1,251975,1,1015,3,365,1.0,0.0,1.0,6
1,6,7698,24,1036,4,518,5.0,0.0,5.0,6
2,19,258966,1,1047,8,30,7.0,0.0,2.0,3
1,9,249298,12,1026,6,1825,1.0,1.25,1.0,8
1,2,257219,12,1007,6,255,1.0,0.0,1.0,6
1,14,203649,40,1012,30,658,18.0,0.0,18.0,18
1,2,249191,12,1044,12,360,8.0,1.25,10.0,10
2,27,218288,1,1000,2,45,3.5,0.0,1.0,3
